"site_id","monitoring_id","date_time_out","net_type","amount_nets","species","scientific_name","species_name","maori_name","native/nonnative","taonga","amount","sex","length_mm","weight_g","soft_shelled","berried","youngs","cups","mL","notes"
104,"104_0",2024-11-08 09:59:59.995,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,38,1.4,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,30,1.4,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,41,1.4,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,49,1.4,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,49,1.4,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,51,1.4,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,36,1.4,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Fyke",2,"Eel","Anguilla dieffenbachii","Long_fin_eel","Tuna","Native","Yes",1,NA,1200,NA,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Fyke",2,"Eel","Anguilla dieffenbachii","Long_fin_eel","Tuna","Native","Yes",1,NA,1000,NA,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,143,68,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,172,121,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,170,115,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,321,NA,NA,NA,1.5,354.882,NA
104,"104_0",2024-11-08 09:59:59.995,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Fyke",2,"Eel","Anguilla dieffenbachii","Long_fin_eel","Tuna","Native","Yes",1,NA,800,NA,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,55,NA,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,57,5,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,67,5,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,52,3,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,58,3,NA,NA,NA,NA,NA,NA
104,"104_0",2024-11-08 09:59:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,NA,NA,NA,NA,2.5,591.47,NA
104,"104_0",2024-11-08 09:59:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,53,NA,NA,NA,0.5,118.294,NA
113,"113_0",2025-01-23 09:17:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",26.66,12,1,NA,NA,NA,NA,NA
77,"77_0",2025-01-17 12:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",26.43,15,NA,NA,NA,NA,NA,NA
105,"105_0",2024-11-07 12:59:59.995,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",45,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"105_0",2024-11-07 12:59:59.995,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"105_0",2024-11-07 12:59:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,NA,NA,NA,NA,0.6,141.9528,NA
113,"113_0",2025-01-23 09:17:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",26.42,13,NA,NA,NA,NA,NA,NA
105,"105_0",2024-11-07 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,61,NA,NA,NA,NA,NA,NA,NA
105,"105_0",2024-11-07 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,46,NA,NA,NA,NA,NA,NA,NA
77,"77_0",2025-01-17 12:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",26.31,17,NA,NA,NA,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",26.31,17,NA,NA,NA,NA,NA,NA
98,"98_0",2024-11-07 13:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",26.26,NA,NA,NA,NA,NA,NA,NA
105,"105_0",2024-11-07 12:59:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,NA,NA,NA,NA,1.5,354.882,NA
73,"73_0",2025-01-17 11:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",26.24,11,NA,NA,NA,NA,NA,NA
115,"115_0",2024-11-01 14:10:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",26,18,NA,NA,NA,NA,NA,NA
117,"117_0",2024-11-01 12:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",26,17,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"76_0",2025-01-16 08:22:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",26,14,1,NA,NA,NA,NA,NA
102,"102_0",2024-11-07 11:26:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",26,13,NA,NA,NA,NA,NA,NA
115,"115_0",2024-11-01 14:10:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",26,11,1,NA,NA,NA,NA,NA
97,"97_0",2024-11-07 12:34:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",26,NA,NA,NA,NA,NA,NA,NA
105,"105_0",2024-11-07 13:00:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",26,NA,NA,NA,NA,NA,NA,NA
66,"66_0",2025-02-21 12:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",25.94,14,NA,NA,NA,NA,NA,NA
73,"73_0",2025-01-17 11:29:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",25.94,13,NA,NA,NA,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",25.93,15,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"68_0",2025-02-21 11:50:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",25.87,12,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,90,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,59,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,55,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,58,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,50,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,49,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,53,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,32,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,55,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,41,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,61,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,51,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,41,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,57,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,51,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,57,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,38,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,65,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,64,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,62,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,27,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,38,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,55,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,35,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,52,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,43,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,67,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,50,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,38,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,40,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,57,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,195,NA,NA,NA,1,236.588,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,183,NA,NA,NA,1,236.588,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,159,NA,NA,NA,1,236.588,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,110,NA,NA,NA,0.5,118.294,NA
113,"113_0",2025-01-23 09:17:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",25.48,13,NA,NA,NA,NA,NA,NA
98,"98_0",2024-11-07 13:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",25.08,NA,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",25,29,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,206,NA,NA,NA,1,236.588,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,231,NA,NA,NA,1,236.588,NA
115,"115_0",2024-11-01 14:10:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",25,17,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,50,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,68,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,64,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,65,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,49,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,48,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,50,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,55,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,30,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,52,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,70,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,34,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,56,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,30,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,70,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,55,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,46,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,70,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,65,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,52,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,32,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,30,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,30,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,42,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,42,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,75,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,60,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,40,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,26,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,50,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,27,NA,NA,NA,NA,NA,NA,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,NA,NA,NA,NA,1,236.588,NA
107,"107_0",2024-11-08 09:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,443,NA,NA,NA,2.5,591.47,NA
108,"108_0",2024-11-08 11:00:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,51,2.33333333333333,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,56,2.33333333333333,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,45,2.33333333333333,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,63,2.33333333333333,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,63,2.33333333333333,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,70,2.33333333333333,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,65,2.33333333333333,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,49,2.33333333333333,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,30,2.33333333333333,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,39,1,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,49,1,NA,NA,NA,NA,NA,NA
109,"109_0",2024-11-01 12:59:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",25,16,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,61,2.2,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,46,2.2,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,61,2.2,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,50,2.2,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,59,2.2,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,51,2.2,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,54,2.2,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,50,2.2,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,45,2.2,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,41,2.2,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,59,2.2,NA,NA,NA,NA,NA,NA
108,"108_0",2024-11-08 11:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,31,2.2,NA,NA,NA,NA,NA,NA
